-1,-1,1.0,1.0,1.0
-1,-1,1.0,1.0,1.0
-1,-1,0.0,0.0,0.0
12,6,0.0,0.0,1.0
15,6,0.0,0.0,1.0
18,6,0.0,0.0,1.0
17,6,0.0,0.0,1.0
11,7,0.0,0.0,1.0
10,7,0.0,0.0,1.0
9,8,0.0,0.0,1.0
8,9,0.0,0.0,1.0
8,10,0.0,0.0,1.0
7,11,0.0,0.0,1.0
7,12,0.0,0.0,1.0
7,13,0.0,0.0,1.0
7,14,0.0,0.0,1.0
7,19,0.0,0.0,1.0
7,20,0.0,0.0,1.0
7,21,0.0,0.0,1.0
7,22,0.0,0.0,1.0
7,23,0.0,0.0,1.0
7,24,0.0,0.0,1.0
8,25,0.0,0.0,1.0
8,26,0.0,0.0,1.0
9,27,0.0,0.0,1.0
10,28,0.0,0.0,1.0
11,28,0.0,0.0,1.0
19,28,0.0,0.0,1.0
20,28,0.0,0.0,1.0
21,27,0.0,0.0,1.0
22,26,0.0,0.0,1.0
22,25,0.0,0.0,1.0
23,24,0.0,0.0,1.0
23,23,0.0,0.0,1.0
23,14,0.0,0.0,1.0
23,15,0.0,0.0,1.0
23,18,0.0,0.0,1.0
23,17,0.0,0.0,1.0
23,16,0.0,0.0,1.0
21,8,0.0,0.0,1.0
22,10,0.0,0.0,1.0
22,9,0.0,0.0,1.0
20,7,0.0,0.0,1.0
19,7,0.0,0.0,1.0
23,11,0.0,0.0,1.0
23,12,0.0,0.0,1.0
23,13,0.0,0.0,1.0
8,11,0.0,0.0,1.0
9,11,0.0,0.0,1.0
9,10,0.0,0.0,1.0
9,9,0.0,0.0,1.0
10,9,0.0,0.0,1.0
11,10,0.0,0.0,1.0
10,10,0.0,0.0,1.0
10,8,0.0,0.0,1.0
13,7,0.0,0.0,1.0
12,7,0.0,0.0,1.0
14,7,0.0,0.0,1.0
15,7,0.0,0.0,1.0
16,7,0.0,0.0,1.0
17,7,0.0,0.0,1.0
18,7,0.0,0.0,1.0
16,8,0.0,0.0,1.0
12,11,0.0,0.0,1.0
11,11,0.0,0.0,1.0
10,11,0.0,0.0,1.0
8,12,0.0,0.0,1.0
11,12,0.0,0.0,1.0
12,13,0.0,0.0,1.0
11,13,0.0,0.0,1.0
11,14,0.0,0.0,1.0
10,14,0.0,0.0,1.0
9,15,0.0,0.0,1.0
12,14,0.0,0.0,1.0
10,15,0.0,0.0,1.0
12,12,0.0,0.0,1.0
11,15,0.0,0.0,1.0
9,16,0.0,0.0,1.0
9,17,0.0,0.0,1.0
9,18,0.0,0.0,1.0
9,19,0.0,0.0,1.0
8,19,0.0,0.0,1.0
8,18,0.0,0.0,1.0
8,17,0.0,0.0,1.0
8,16,0.0,0.0,1.0
8,20,0.0,0.0,1.0
8,23,0.0,0.0,1.0
9,21,0.0,0.0,1.0
9,20,0.0,0.0,1.0
9,25,0.0,0.0,1.0
8,24,0.0,0.0,1.0
9,26,0.0,0.0,1.0
10,26,0.0,0.0,1.0
11,26,0.0,0.0,1.0
11,27,0.0,0.0,1.0
12,27,0.0,0.0,1.0
12,28,0.0,0.0,1.0
10,27,0.0,0.0,1.0
18,28,0.0,0.0,1.0
19,27,0.0,0.0,1.0
20,27,0.0,0.0,1.0
21,26,0.0,0.0,1.0
22,24,0.0,0.0,1.0
20,26,0.0,0.0,1.0
18,26,0.0,0.0,1.0
17,27,0.0,0.0,1.0
16,27,0.0,0.0,1.0
15,27,0.0,0.0,1.0
14,27,0.0,0.0,1.0
13,27,0.0,0.0,1.0
18,27,0.0,0.0,1.0
17,26,0.0,0.0,1.0
15,26,0.0,0.0,1.0
14,26,0.0,0.0,1.0
13,26,0.0,0.0,1.0
12,26,0.0,0.0,1.0
10,25,0.0,0.0,1.0
12,25,0.0,0.0,1.0
13,25,0.0,0.0,1.0
14,25,0.0,0.0,1.0
15,25,0.0,0.0,1.0
13,24,0.0,0.0,1.0
14,24,0.0,0.0,1.0
15,24,0.0,0.0,1.0
19,23,0.0,0.0,1.0
19,24,0.0,0.0,1.0
15,23,0.0,0.0,1.0
14,23,0.0,0.0,1.0
16,22,0.0,0.0,1.0
19,22,0.0,0.0,1.0
20,22,0.0,0.0,1.0
15,22,0.0,0.0,1.0
14,22,0.0,0.0,1.0
14,21,0.0,0.0,1.0
15,21,0.0,0.0,1.0
16,21,0.0,0.0,1.0
20,21,0.0,0.0,1.0
21,20,0.0,0.0,1.0
20,20,0.0,0.0,1.0
16,20,0.0,0.0,1.0
15,20,0.0,0.0,1.0
14,20,0.0,0.0,1.0
10,19,0.0,0.0,1.0
13,19,0.0,0.0,1.0
14,19,0.0,0.0,1.0
15,19,0.0,0.0,1.0
20,19,0.0,0.0,1.0
21,19,0.0,0.0,1.0
21,18,0.0,0.0,1.0
20,18,0.0,0.0,1.0
