-1,-1,0.0,0.0,0.0
1,5,1.0,0.0,0.0
1,4,1.0,0.0,0.0
1,3,1.0,0.0,0.0
1,2,1.0,0.0,0.0
1,1,1.0,0.0,0.0
2,1,1.0,0.0,0.0
3,1,1.0,0.0,0.0
3,2,1.0,0.0,0.0
3,3,1.0,0.0,0.0
2,3,1.0,0.0,0.0
2,4,1.0,0.0,0.0
3,5,1.0,0.0,0.0
5,5,1.0,0.0,0.0
5,4,1.0,0.0,0.0
5,3,1.0,0.0,0.0
5,2,1.0,0.0,0.0
5,1,1.0,0.0,0.0
7,1,1.0,0.0,0.0
6,1,1.0,0.0,0.0
6,3,1.0,0.0,0.0
7,5,1.0,0.0,0.0
6,5,1.0,0.0,0.0
9,5,1.0,0.0,0.0
9,4,1.0,0.0,0.0
9,3,1.0,0.0,0.0
9,2,1.0,0.0,0.0
9,1,1.0,0.0,0.0
11,5,1.0,0.0,0.0
11,4,1.0,0.0,0.0
11,3,1.0,0.0,0.0
11,2,1.0,0.0,0.0
11,1,1.0,0.0,0.0
10,1,1.0,0.0,0.0
10,3,1.0,0.0,0.0
13,5,1.0,0.0,0.0
13,4,1.0,0.0,0.0
13,3,1.0,0.0,0.0
13,2,1.0,0.0,0.0
13,1,1.0,0.0,0.0
14,1,1.0,0.0,0.0
15,4,1.0,0.0,0.0
15,3,1.0,0.0,0.0
15,2,1.0,0.0,0.0
15,5,1.0,0.0,0.0
14,5,1.0,0.0,0.0
1,7,0.0,1.0,0.0
2,7,0.0,1.0,0.0
3,7,0.0,1.0,0.0
1,8,0.0,1.0,0.0
1,9,0.0,1.0,0.0
1,10,0.0,1.0,0.0
1,11,0.0,1.0,0.0
2,11,0.0,1.0,0.0
3,11,0.0,1.0,0.0
5,7,0.0,1.0,0.0
6,7,0.0,1.0,0.0
7,7,0.0,1.0,0.0
7,8,0.0,1.0,0.0
7,9,0.0,1.0,0.0
7,10,0.0,1.0,0.0
7,11,0.0,1.0,0.0
6,11,0.0,1.0,0.0
5,11,0.0,1.0,0.0
5,10,0.0,1.0,0.0
5,9,0.0,1.0,0.0
5,8,0.0,1.0,0.0
9,11,0.0,1.0,0.0
9,10,0.0,1.0,0.0
9,9,0.0,1.0,0.0
9,8,0.0,1.0,0.0
9,7,0.0,1.0,0.0
